"sftgcode","year","cnsimr","xxxcimr","xxxcimrln"
"AFG",1960,195.7,1.993,0.689641041230658
"AFG",1961,195,1.652,0.501986675098786
"AFG",1962,194.4,1.678,0.517602608045014
"AFG",1963,193.7,1.775,0.573800422927379
"AFG",1964,193.1,1.792,0.583332314552739
"AFG",1965,192.4,1.731,0.548699276194072
"AFG",1966,191.7,1.818,0.597736995755287
"AFG",1967,191.1,1.917,0.650761464063507
"AFG",1968,190.4,1.903,0.643431588314012
"AFG",1969,189.8,1.899,0.641327431830149
"AFG",1970,189.1,1.956,0.670901571612626
"AFG",1971,188.4,2.025,0.705569700558502
"AFG",1972,187.8,2.124,0.753301103379692
"AFG",1973,187.1,2.188,0.782987884559735
"AFG",1974,186.4,2.258,0.81447946572747
"AFG",1975,185.7,2.298,0.832039179426564
"AFG",1976,185,2.22,0.797507195884188
"AFG",1977,184.3,2.273,0.821100544870406
"AFG",1978,187.9,2.479,0.907855253053053
"AFG",1979,191.5,2.639,0.970400057521187
"AFG",1980,191.2,2.792,1.02675818490013
"AFG",1981,190.9,2.947,1.08078770375556
"AFG",1982,190.7,3.116,1.1365501280085
"AFG",1983,190.4,3.238,1.17495585525544
"AFG",1984,187.3,3.289,1.19058356720692
"AFG",1985,184.2,3.311,1.19725025856511
"AFG",1986,181.1,3.425,1.23110147171419
"AFG",1987,178.1,3.462,1.24184645675402
"AFG",1988,174.6,3.505,1.25419052048655
"AFG",1989,171.1,3.662,1.29800944625232
"AFG",1990,167.7,3.727,1.31560362049712
"AFG",1991,164.4,3.69,1.30562645805244
"AFG",1992,162.5,3.93,1.36863942588117
"AFG",1993,160.5,3.938,1.37067298021693
"AFG",1994,158.6,3.971,1.37901795214911
"AFG",1995,156.8,4.04,1.39624469197306
"AFG",1996,154.9,4.08,1.40609698841607
"AFG",1997,152.8,4.295,1.45745155543622
"AFG",1998,150.8,4.468,1.49694088120695
"AFG",1999,148.8,4.568,1.51907547235371
"AFG",2000,146.8,4.553,1.51578635635265
"AFG",2001,144.8,4.73,1.55392520250384
"AFG",2002,143,4.857,1.58042096336361
"AFG",2003,141.3,4.996,1.60863759226333
"AFG",2004,139.6,5.087,1.62668826584063
"AFG",2005,137.3,5.138,1.63666389868769
"AFG",2006,135,5.421,1.6902803002782
"AFG",2007,132.7,5.401,1.68658412161075
"AFG",2008,130.5,5.387,1.6839886436984
"AFG",2009,128.3,5.478,1.70074007084089
"AFG",2010,126.2,5.569,1.71721550460753
"AFG",2011,123.9,5.644,1.73059303399057
"AFG",2012,121.6,5.745,1.74832991130072
"AFG",2013,119.4,5.855,1.76729599704968
"AFG",2014,NA,5.855,1.76729599704968
"ALB",1960,123.8,1.261,0.231905056982782
"ALB",1961,120.3,1.019,0.0188217542405877
"ALB",1962,141.5,1.221,0.199670195128568
"ALB",1963,141.2,1.294,0.257738196078709
"ALB",1964,128.8,1.196,0.17898265552844
"ALB",1965,139.2,1.252,0.224742272677907
"ALB",1966,144.9,1.374,0.317726193800158
"ALB",1967,150.7,1.511,0.412771683290602
"ALB",1968,156.4,1.563,0.44660705143934
"ALB",1969,162.2,1.623,0.484276288532454
"ALB",1970,167.9,1.737,0.552159487258968
"ALB",1971,163,1.751,0.560187053303715
"ALB",1972,143.6,1.624,0.484892241739486
"ALB",1973,138.6,1.621,0.483043242753539
"ALB",1974,133.6,1.619,0.481808674695498
"ALB",1975,128.6,1.592,0.464991087422191
"ALB",1976,131.7,1.58,0.457424847038875
"ALB",1977,126.5,1.56,0.444685821261446
"ALB",1978,113.7,1.499,0.404798219120461
"ALB",1979,120.2,1.657,0.505008738444426
"ALB",1980,100.6,1.47,0.385262400790645
"ALB",1981,99.3,1.532,0.4265740713184
"ALB",1982,82.1,1.342,0.29416103854949
"ALB",1983,82.7,1.405,0.340037302785709
"ALB",1984,65.7,1.154,0.143234168085908
"ALB",1985,61.7,1.11,0.104360015324243
"ALB",1986,66.6,1.259,0.23031775506221
"ALB",1987,59.1,1.149,0.138891998866619
"ALB",1988,54.9,1.101,0.0962188577405429
"ALB",1989,46.8,1.001,0.000999500333083423
"ALB",1990,44.3,0.984,-0.0161293819298836
"ALB",1991,50.7,1.137,0.128393214768399
"ALB",1992,53.2,1.287,0.25231392861399
"ALB",1993,54.3,1.332,0.286681572118197
"ALB",1994,60.3,1.509,0.411447179785712
"ALB",1995,50.5,1.302,0.263901543786378
"ALB",1996,43.3,1.139,0.130150684465045
"ALB",1997,38.2,1.074,0.071389996086673
"ALB",1998,27.9,0.827,-0.189950583958446
"ALB",1999,22.6,0.694,-0.365283318475333
"ALB",2000,22.6,0.702,-0.353821874956326
"ALB",2001,23.9,0.78,-0.2484613592985
"ALB",2002,18.8,0.637,-0.450985623409974
"ALB",2003,17.1,0.606,-0.500875292912823
"ALB",2004,15,0.547,-0.603306476560156
"ALB",2005,14.7,0.552,-0.594207232705042
"ALB",2006,13.8,0.553,-0.592397277459802
"ALB",2007,12.2,0.498,-0.697155201957484
"ALB",2008,13.1,0.541,-0.614336000135655
"ALB",2009,14.1,0.601,-0.509160344446929
"ALB",2010,15.1,0.667,-0.404965233066513
"ALB",2011,14.6,0.666,-0.406465608441748
"ALB",2012,14.1,0.667,-0.404965233066513
"ALB",2013,13.7,0.669,-0.401971218853909
"ALB",2014,NA,0.669,-0.401971218853909
"ALG",1962,NA,NA,NA
"ALG",1963,137.5,1.259,0.23031775506221
"ALG",1964,133.8,1.243,0.217527812528574
"ALG",1965,130.2,1.171,0.15785808461558
"ALG",1966,126.6,1.201,0.183154543097847
"ALG",1967,123,1.234,0.210260925483196
"ALG",1968,119.4,1.193,0.176471143115779
"ALG",1969,115.7,1.159,0.147557564357615
"ALG",1970,112.1,1.16,0.148420005118273
"ALG",1971,108.5,1.166,0.153579087928301
"ALG",1972,104.9,1.186,0.170586300575534
"ALG",1973,101.3,1.185,0.169742774587095
"ALG",1974,97.7,1.183,0.16805358499625
"ALG",1975,94,1.164,0.151862349309246
"ALG",1976,90.4,1.085,0.0815799869924228
"ALG",1977,86.8,1.07,0.0676586484738149
"ALG",1978,83.2,1.097,0.0925791812930932
"ALG",1979,79.6,1.097,0.0925791812930932
"ALG",1980,75.9,1.109,0.10345870836823
"ALG",1981,72.3,1.116,0.109750863959119
"ALG",1982,68.7,1.122,0.115112807100505
"ALG",1983,65.1,1.107,0.1016536537265
"ALG",1984,61.5,1.079,0.0760346862759976
"ALG",1985,57.9,1.04,0.0392207131532813
"ALG",1986,54.2,1.026,0.0256677467485778
"ALG",1987,50.6,0.984,-0.0161293819298836
"ALG",1988,47.4,0.951,-0.0502412164367468
"ALG",1989,44.3,0.948,-0.0534007767271153
"ALG",1990,44.5,0.988,-0.0120725812342692
"ALG",1991,42.5,0.954,-0.0470916075338506
"ALG",1992,41.6,1.006,0.00598207167754747
"ALG",1993,42.9,1.051,0.049742091894814
"ALG",1994,40.9,1.023,0.0227394869694893
"ALG",1995,39.4,1.015,0.0148886124937506
"ALG",1996,38.8,1.022,0.0217614917815127
"ALG",1997,41.9,1.178,0.163818085229395
"ALG",1998,38.1,1.13,0.122217632724249
"ALG",1999,40.9,1.256,0.227932068046007
"ALG",2000,38.5,1.195,0.178146185383474
"ALG",2001,40,1.306,0.266969030854239
"ALG",2002,35.8,1.215,0.194744076792512
"ALG",2003,35.5,1.255,0.227135572583747
"ALG",2004,32.7,1.192,0.175632568643158
"ALG",2005,32.9,1.232,0.208638865111328
"ALG",2006,29,1.165,0.152721087017664
"ALG",2007,27.8,1.13,0.122217632724249
"ALG",2008,26.7,1.103,0.0980337402713654
"ALG",2009,26,1.108,0.102556588325092
"ALG",2010,25.2,1.111,0.105260510657493
"ALG",2011,24.3,1.106,0.100749903100143
"ALG",2012,23.4,1.106,0.100749903100143
"ALG",2013,22.6,1.107,0.1016536537265
"ALG",2014,NA,1.107,0.1016536537265
"ANG",1975,NA,NA,NA
"ANG",1976,159.3,1.911,0.647626665258136
"ANG",1977,155.5,1.918,0.651282976461246
"ANG",1978,156.1,2.06,0.72270598280149
"ANG",1979,155.9,2.148,0.764537176646618
"ANG",1980,155.6,2.272,0.820660500858905
"ANG",1981,156.2,2.41,0.879626747502564
"ANG",1982,156,2.548,0.935308737709917
"ANG",1983,155.8,2.649,0.974182210289933
"ANG",1984,156,2.739,1.00759289028094
"ANG",1985,156.1,2.805,1.03140353897466
"ANG",1986,156,2.95,1.08180517035173
"ANG",1987,156.1,3.035,1.11021142451146
"ANG",1988,156.2,3.135,1.14262917408488
"ANG",1989,156.3,3.344,1.20716769522246
"ANG",1990,156.4,3.475,1.24559447901676
"ANG",1991,156.5,3.514,1.25675498976491
"ANG",1992,156.7,3.791,1.3326298365342
"ANG",1993,156.9,3.85,1.34807314829969
"ANG",1994,157.1,3.933,1.36940249344967
"ANG",1995,141.2,3.639,1.29170891863002
"ANG",1996,126.8,3.34,1.20597080698861
"ANG",1997,113.8,3.198,1.16252561441176
"ANG",1998,102,3.022,1.10591886385055
"ANG",1999,105.3,3.234,1.17371976115492
"ANG",2000,108.7,3.373,1.21580255607951
"ANG",2001,110.4,3.606,1.28259912478113
"ANG",2002,112,3.804,1.33605314468314
"ANG",2003,104.7,3.702,1.30887321415131
"ANG",2004,97.9,3.569,1.27228544450802
"ANG",2005,96.2,3.6,1.28093384546206
"ANG",2006,94.4,3.791,1.3326298365342
"ANG",2007,92.5,3.765,1.32574786125186
"ANG",2008,90.7,3.742,1.3196202278519
"ANG",2009,88.9,3.794,1.33342087151282
"ANG",2010,87.2,3.846,1.34703364716659
"ANG",2011,85.3,3.885,1.35712298381961
"ANG",2012,83.5,3.946,1.37270240760042
"ANG",2013,81.8,4.008,1.38829236378256
"ANG",2014,NA,4.008,1.38829236378256
"ARG",1960,62,0.632,-0.45886588483528
"ARG",1961,59,0.5,-0.693147180559945
"ARG",1962,59,0.509,-0.675307262431614
"ARG",1963,62,0.568,-0.565633860260986
"ARG",1964,58,0.538,-0.619896718820353
"ARG",1965,57,0.513,-0.667479433811368
"ARG",1966,53,0.503,-0.687165108882398
"ARG",1967,55,0.552,-0.594207232705042
"ARG",1968,60,0.599,-0.512493680866688
"ARG",1969,52,0.521,-0.65200523722877
"ARG",1970,59,0.61,-0.49429632181478
"ARG",1971,62,0.666,-0.406465608441748
"ARG",1972,57,0.645,-0.438504962186365
"ARG",1973,55,0.643,-0.441610554744518
"ARG",1974,49,0.594,-0.520875959619492
"ARG",1975,43,0.532,-0.631111789640493
"ARG",1976,46,0.552,-0.594207232705042
"ARG",1977,44,0.543,-0.610645959048202
"ARG",1978,40,0.528,-0.638658995275876
"ARG",1979,36,0.496,-0.70117935225721
"ARG",1980,32.3,0.471,-0.752897184965719
"ARG",1981,32.1,0.495,-0.703197516413447
"ARG",1982,29.8,0.487,-0.719491155899547
"ARG",1983,29.3,0.498,-0.697155201957484
"ARG",1984,29.2,0.513,-0.667479433811368
"ARG",1985,26,0.468,-0.75928698306449
"ARG",1986,26.7,0.504,-0.685179010910768
"ARG",1987,25.7,0.499,-0.695149183230618
"ARG",1988,25.3,0.509,-0.675307262431614
"ARG",1989,24.7,0.529,-0.636766847123838
"ARG",1990,25.1,0.559,-0.581605805827038
"ARG",1991,24.8,0.556,-0.586986984731555
"ARG",1992,22.8,0.55,-0.59783700075562
"ARG",1993,22.4,0.55,-0.59783700075562
"ARG",1994,21.6,0.54,-0.616186139423817
"ARG",1995,21.4,0.552,-0.594207232705042
"ARG",1996,20.7,0.545,-0.606969484318893
"ARG",1997,20.1,0.565,-0.570929547835696
"ARG",1998,18.5,0.549,-0.599656837472606
"ARG",1999,18.9,0.579,-0.546452801409142
"ARG",2000,18.1,0.56,-0.579818495252942
"ARG",2001,17.5,0.573,-0.556869562267398
"ARG",2002,17.1,0.579,-0.546452801409142
"ARG",2003,16.3,0.576,-0.551647618286246
"ARG",2004,14.4,0.526,-0.642454066244427
"ARG",2005,12.9,0.481,-0.731888008876376
"ARG",2006,12.5,0.502,-0.689155159290408
"ARG",2007,12.1,0.494,-0.705219761794215
"ARG",2008,11.8,0.486,-0.721546655081643
"ARG",2009,11.4,0.488,-0.71743987312899
"ARG",2010,11.1,0.49,-0.713349887877465
"ARG",2011,10.8,0.492,-0.709276562489829
"ARG",2012,10.5,0.497,-0.699165252885508
"ARG",2013,10.2,0.502,-0.689155159290408
"ARG",2014,NA,0.502,-0.689155159290408
"ARM",1991,NA,NA,NA
"ARM",1992,34,0.822,-0.196014883925957
"ARM",1993,29.8,0.731,-0.313341819232359
"ARM",1994,24.8,0.62,-0.478035800943
"ARM",1995,23,0.593,-0.522560879984412
"ARM",1996,25.8,0.679,-0.387134151423441
"ARM",1997,24.5,0.687,-0.375420986759788
"ARM",1998,21.9,0.648,-0.433864582629862
"ARM",1999,22.8,0.701,-0.355247391947547
"ARM",2000,21,0.652,-0.427710717055484
"ARM",2001,19.2,0.628,-0.465215112513938
"ARM",2002,17.9,0.608,-0.49758039701597
"ARM",2003,18.3,0.647,-0.435408984481236
"ARM",2004,19,0.693,-0.366725279792234
"ARM",2005,18.6,0.695,-0.363843433417345
"ARM",2006,17.6,0.706,-0.348140041488895
"ARM",2007,17.1,0.695,-0.363843433417345
"ARM",2008,16.7,0.69,-0.371063681390832
"ARM",2009,16.7,0.713,-0.338273858567841
"ARM",2010,16.5,0.727,-0.318828801448618
"ARM",2011,15.5,0.704,-0.350976922824095
"ARM",2012,15,0.706,-0.348140041488895
"ARM",2013,14.5,0.709,-0.34389975245001
"ARM",2014,NA,0.709,-0.34389975245001
"AUL",1960,20.2,0.205,-1.58474529984373
"AUL",1961,19.5,0.165,-1.80180980508156
"AUL",1962,20.4,0.176,-1.73727128394399
"AUL",1963,19.6,0.18,-1.71479842809193
"AUL",1964,19.1,0.177,-1.73160554640831
"AUL",1965,18.5,0.166,-1.79576749062559
"AUL",1966,18.7,0.177,-1.73160554640831
"AUL",1967,18.3,0.184,-1.69281952137315
"AUL",1968,17.8,0.178,-1.72597172869005
"AUL",1969,17.9,0.179,-1.72036947314138
"AUL",1970,17.9,0.185,-1.68739945390381
"AUL",1971,17.3,0.186,-1.68200860526894
"AUL",1972,16.7,0.189,-1.66600826392249
"AUL",1973,16.5,0.193,-1.64506509007725
"AUL",1974,16.1,0.195,-1.63475572041839
"AUL",1975,14.3,0.177,-1.73160554640831
"AUL",1976,13.8,0.166,-1.79576749062559
"AUL",1977,12.5,0.154,-1.87080267656851
"AUL",1978,12.2,0.161,-1.82635091399767
"AUL",1979,11.4,0.157,-1.85150947363383
"AUL",1980,10.7,0.156,-1.8578992717326
"AUL",1981,10,0.154,-1.87080267656851
"AUL",1982,10.3,0.168,-1.78379129957888
"AUL",1983,9.6,0.163,-1.81400507817537
"AUL",1984,9.2,0.162,-1.82015894374975
"AUL",1985,10,0.18,-1.71479842809193
"AUL",1986,8.9,0.168,-1.78379129957888
"AUL",1987,8.7,0.169,-1.77785656405906
"AUL",1988,8.7,0.174,-1.74869997976761
"AUL",1989,8,0.172,-1.76026080216868
"AUL",1990,8.3,0.185,-1.68739945390381
"AUL",1991,7.1,0.158,-1.84516024595517
"AUL",1992,7.1,0.171,-1.76609172247948
"AUL",1993,6.1,0.149,-1.90380897303668
"AUL",1994,5.8,0.146,-1.9241486572738
"AUL",1995,5.6,0.145,-1.93102153656156
"AUL",1996,5.7,0.15,-1.89711998488588
"AUL",1997,5.3,0.149,-1.90380897303668
"AUL",1998,5,0.148,-1.91054300521802
"AUL",1999,5.6,0.173,-1.75446368448436
"AUL",2000,5.2,0.16,-1.83258146374831
"AUL",2001,5.3,0.172,-1.76026080216868
"AUL",2002,5.1,0.172,-1.76026080216868
"AUL",2003,4.8,0.169,-1.77785656405906
"AUL",2004,4.7,0.171,-1.76609172247948
"AUL",2005,5.1,0.189,-1.66600826392249
"AUL",2006,5,0.2,-1.6094379124341
"AUL",2007,4.9,0.199,-1.61445045425764
"AUL",2008,4.8,0.199,-1.61445045425764
"AUL",2009,4.8,0.203,-1.59454929994035
"AUL",2010,4.7,0.206,-1.57987911019256
"AUL",2011,4.6,0.21,-1.56064774826467
"AUL",2012,4.6,0.215,-1.53711725085447
"AUL",2013,4.5,0.22,-1.51412773262978
"AUL",2014,NA,0.22,-1.51412773262978
"AUS",1960,37.5,0.382,-0.962334670375562
"AUS",1961,32.7,0.277,-1.2837377727948
"AUS",1962,32.8,0.283,-1.2623083813389
"AUS",1963,31.3,0.287,-1.24827306322252
"AUS",1964,29.2,0.271,-1.30563645810244
"AUS",1965,28.3,0.255,-1.36649173382371
"AUS",1966,28.1,0.266,-1.32425897020044
"AUS",1967,26.4,0.265,-1.32802545299591
"AUS",1968,25.5,0.255,-1.36649173382371
"AUS",1969,25.4,0.254,-1.3704210119636
"AUS",1970,25.9,0.268,-1.31676829847128
"AUS",1971,26.1,0.28,-1.27296567581289
"AUS",1972,25.2,0.285,-1.25526609871349
"AUS",1973,23.8,0.278,-1.2801341652915
"AUS",1974,23.5,0.285,-1.25526609871349
"AUS",1975,20.5,0.254,-1.3704210119636
"AUS",1976,18.2,0.218,-1.52326021619305
"AUS",1977,16.8,0.207,-1.57503648571677
"AUS",1978,15,0.198,-1.6194882482876
"AUS",1979,14.7,0.203,-1.59454929994035
"AUS",1980,14.3,0.209,-1.56542102701733
"AUS",1981,12.7,0.196,-1.62964061975162
"AUS",1982,12.8,0.209,-1.56542102701733
"AUS",1983,11.9,0.202,-1.59948758158093
"AUS",1984,11.4,0.2,-1.6094379124341
"AUS",1985,11.2,0.201,-1.60445037092306
"AUS",1986,10.3,0.195,-1.63475572041839
"AUS",1987,9.8,0.19,-1.66073120682165
"AUS",1988,8.1,0.163,-1.81400507817537
"AUS",1989,8.3,0.178,-1.72597172869005
"AUS",1990,7.8,0.173,-1.75446368448436
"AUS",1991,7.6,0.17,-1.77195684193188
"AUS",1992,7.5,0.181,-1.70925824771631
"AUS",1993,6.5,0.158,-1.84516024595517
"AUS",1994,6.1,0.154,-1.87080267656851
"AUS",1995,5.3,0.136,-1.99510039324608
"AUS",1996,5.1,0.134,-2.00991547903123
"AUS",1997,4.6,0.129,-2.04794287462046
"AUS",1998,4.8,0.143,-1.94491064872223
"AUS",1999,4.3,0.131,-2.03255795578099
"AUS",2000,4.8,0.15,-1.89711998488588
"AUS",2001,4.7,0.155,-1.86433016206289
"AUS",2002,4.7,0.16,-1.83258146374831
"AUS",2003,4.7,0.166,-1.79576749062559
"AUS",2004,4.7,0.171,-1.76609172247948
"AUS",2005,4.7,0.174,-1.74869997976761
"AUS",2006,4.6,0.185,-1.68739945390381
"AUS",2007,4.5,0.185,-1.68739945390381
"AUS",2008,4.5,0.185,-1.68739945390381
"AUS",2009,4.4,0.189,-1.66600826392249
"AUS",2010,4.4,0.193,-1.64506509007725
"AUS",2011,4.3,0.197,-1.62455155024415
"AUS",2012,4.3,0.201,-1.60445037092306
"AUS",2013,4.2,0.206,-1.57987911019256
"AUS",2014,NA,0.206,-1.57987911019256
"AZE",1991,NA,NA,NA
"AZE",1992,76.1,1.84,0.609765571620894
"AZE",1993,84.1,2.062,0.723676385594768
"AZE",1994,75.4,1.887,0.634988266386413
"AZE",1995,69.2,1.784,0.578858034157818
"AZE",1996,59.5,1.567,0.449162963373884
"AZE",1997,59.5,1.673,0.514618422004687
"AZE",1998,47.8,1.415,0.347129531095201
"AZE",1999,45.6,1.401,0.33718626735487
"AZE",2000,45.6,1.416,0.347835995271528
"AZE",2001,47,1.534,0.427878702945064
"AZE",2002,46.6,1.583,0.459321780898875
"AZE",2003,41.9,1.482,0.393392526873895
"AZE",2004,44,1.603,0.471876873627416
"AZE",2005,32.5,1.217,0.19638881400539
"AZE",2006,36.3,1.458,0.377065633586466
"AZE",2007,32.9,1.34,0.29266961396282
"AZE",2008,31.9,1.315,0.273836665629728
"AZE",2009,32.2,1.374,0.317726193800158
"AZE",2010,31,1.368,0.313349819200359
"AZE",2011,29.9,1.36,0.307484699747961
"AZE",2012,28.8,1.359,0.306749135169007
"AZE",2013,27.7,1.358,0.306013029136504
"AZE",2014,NA,1.358,0.306013029136504
"BAH",1971,NA,NA,NA
"BAH",1972,64.4,0.728,-0.317454230785451
"BAH",1973,61,0.714,-0.336872316642553
"BAH",1974,58,0.702,-0.353821874956326
"BAH",1975,54.9,0.68,-0.385662480811985
"BAH",1976,51.9,0.622,-0.474815186242958
"BAH",1977,48.8,0.602,-0.507497833673316
"BAH",1978,45.8,0.604,-0.504181081047322
"BAH",1979,43.5,0.6,-0.510825623765991
"BAH",1980,41.3,0.603,-0.505838082254952
"BAH",1981,38.7,0.597,-0.515838165589535
"BAH",1982,36.8,0.6,-0.510825623765991
"BAH",1983,34.9,0.593,-0.522560879984412
"BAH",1984,33.2,0.582,-0.541284831250699
"BAH",1985,31.7,0.57,-0.562118918153541
"BAH",1986,30.1,0.57,-0.562118918153541
"BAH",1987,29,0.563,-0.574475650842447
"BAH",1988,27.7,0.555,-0.588787165235702
"BAH",1989,26.3,0.564,-0.572701027484078
"BAH",1990,25.1,0.557,-0.585190039054853
"BAH",1991,24.1,0.541,-0.614336000135655
"BAH",1992,23.1,0.558,-0.583396316600826
"BAH",1993,21.8,0.534,-0.627359440021942
"BAH",1994,20.6,0.514,-0.665532013526972
"BAH",1995,19.7,0.508,-0.677273831403655
"BAH",1996,18.9,0.499,-0.695149183230618
"BAH",1997,18.2,0.51,-0.673344553263766
"BAH",1998,18,0.535,-0.62548853208613
"BAH",1999,16.3,0.501,-0.691149177897272
"BAH",2000,15.7,0.487,-0.719491155899547
"BAH",2001,15.3,0.499,-0.695149183230618
"BAH",2002,15.1,0.513,-0.667479433811368
"BAH",2003,14.6,0.514,-0.665532013526972
"BAH",2004,14.1,0.512,-0.669430653942629
"BAH",2005,13.2,0.494,-0.705219761794215
"BAH",2006,12.4,0.498,-0.697155201957484
"BAH",2007,11.3,0.458,-0.780886094867952
"BAH",2008,11.3,0.468,-0.75928698306449
"BAH",2009,11,0.47,-0.755022584278033
"BAH",2010,10.7,0.472,-0.750776293396582
"BAH",2011,10.4,0.475,-0.744440474947496
"BAH",2012,10.2,0.482,-0.729811164931537
"BAH",2013,9.9,0.487,-0.719491155899547
"BAH",2014,NA,0.487,-0.719491155899547
"BAR",1966,NA,NA,NA
"BAR",1967,NA,NA,NA
"BAR",1968,NA,NA,NA
"BAR",1969,NA,NA,NA
"BAR",1970,NA,NA,NA
"BAR",1971,NA,NA,NA
"BAR",1972,NA,NA,NA
"BAR",1973,NA,NA,NA
"BAR",1974,NA,NA,NA
"BAR",1975,NA,NA,NA
"BAR",1976,NA,NA,NA
"BAR",1977,NA,NA,NA
"BAR",1978,NA,NA,NA
"BAR",1979,NA,NA,NA
"BAR",1980,NA,NA,NA
"BAR",1981,NA,NA,NA
"BAR",1982,NA,NA,NA
"BAR",1983,NA,NA,NA
"BAR",1984,NA,NA,NA
"BAR",1985,NA,NA,NA
"BAR",1986,NA,NA,NA
"BAR",1987,NA,NA,NA
"BAR",1988,NA,NA,NA
"BAR",1989,NA,NA,NA
"BAR",1990,NA,NA,NA
"BAR",1991,NA,NA,NA
"BAR",1992,NA,NA,NA
"BAR",1993,NA,NA,NA
"BAR",1994,NA,NA,NA
"BAR",1995,NA,NA,NA
"BAR",1996,NA,NA,NA
"BAR",1997,NA,NA,NA
"BAR",1998,NA,NA,NA
"BAR",1999,NA,NA,NA
"BAR",2000,NA,NA,NA
"BAR",2001,NA,NA,NA
"BAR",2002,NA,NA,NA
"BAR",2003,NA,NA,NA
"BAR",2004,NA,NA,NA
"BAR",2005,NA,NA,NA
"BAR",2006,NA,NA,NA
"BAR",2007,NA,NA,NA
"BAR",2008,NA,NA,NA
"BAR",2009,NA,NA,NA
"BAR",2010,NA,NA,NA
"BAR",2011,NA,NA,NA
"BAR",2012,NA,NA,NA
"BAR",2013,NA,NA,NA
"BAR",2014,NA,NA,NA
"BEL",1960,31.2,0.318,-1.14570389620196
"BEL",1961,28.1,0.238,-1.43548460531066
"BEL",1962,27.5,0.237,-1.43969513784701
"BEL",1963,27.2,0.249,-1.39030238251743
"BEL",1964,25.3,0.235,-1.44816976483798
"BEL",1965,23.7,0.213,-1.54646311327271
"BEL",1966,24.7,0.234,-1.45243416362444
"BEL",1967,22.9,0.23,-1.46967597005894
"BEL",1968,21.7,0.217,-1.52785792544168
"BEL",1969,21.2,0.212,-1.55116900431012
"BEL",1970,21.1,0.218,-1.52326021619305
"BEL",1971,20.4,0.219,-1.51868354916564
"BEL",1972,18.8,0.213,-1.54646311327271
"BEL",1973,17.7,0.207,-1.57503648571677
"BEL",1974,17.4,0.211,-1.55589714550607
"BEL",1975,16.1,0.199,-1.61445045425764
"BEL",1976,15.3,0.184,-1.69281952137315
"BEL",1977,13.6,0.168,-1.78379129957888
"BEL",1978,13.3,0.175,-1.74296930505862
"BEL",1979,12.3,0.17,-1.77195684193188
"BEL",1980,12.1,0.177,-1.73160554640831
"BEL",1981,11.5,0.177,-1.73160554640831
"BEL",1982,11.1,0.181,-1.70925824771631
"BEL",1983,10.5,0.179,-1.72036947314138
"BEL",1984,10,0.176,-1.73727128394399
"BEL",1985,9.8,0.176,-1.73727128394399
"BEL",1986,9.6,0.182,-1.70374859190534
"BEL",1987,9.7,0.189,-1.66600826392249
"BEL",1988,9,0.181,-1.70925824771631
"BEL",1989,8.7,0.186,-1.68200860526894
"BEL",1990,8,0.178,-1.72597172869005
"BEL",1991,7,0.157,-1.85150947363383
"BEL",1992,6.9,0.166,-1.79576749062559
"BEL",1993,6.6,0.162,-1.82015894374975
"BEL",1994,6.2,0.154,-1.87080267656851
"BEL",1995,5.9,0.151,-1.89047544216721
"BEL",1996,5,0.132,-2.02495335639577
"BEL",1997,5.4,0.152,-1.88387475813586
"BEL",1998,5.1,0.152,-1.88387475813586
"BEL",1999,4.9,0.15,-1.89711998488588
"BEL",2000,5.1,0.157,-1.85150947363383
"BEL",2001,5,0.163,-1.81400507817537
"BEL",2002,4.9,0.167,-1.78976146656538
"BEL",2003,4.8,0.171,-1.76609172247948
"BEL",2004,4.8,0.175,-1.74296930505862
"BEL",2005,4.7,0.175,-1.74296930505862
"BEL",2006,4.6,0.186,-1.68200860526894
"BEL",2007,4.6,0.186,-1.68200860526894
"BEL",2008,4.5,0.186,-1.68200860526894
"BEL",2009,4.4,0.19,-1.66073120682165
"BEL",2010,4.4,0.193,-1.64506509007725
"BEL",2011,4.3,0.197,-1.62455155024415
"BEL",2012,4.3,0.202,-1.59948758158093
"BEL",2013,4.2,0.207,-1.57503648571677
"BEL",2014,NA,0.207,-1.57503648571677
"BEN",1960,NA,NA,NA
"BEN",1961,189.9,1.608,0.474991170756775
"BEN",1962,187,1.614,0.478715569847757
"BEN",1963,184.1,1.686,0.522358859579664
"BEN",1964,181.1,1.681,0.519388854426479
"BEN",1965,178.2,1.603,0.471876873627416
"BEN",1966,176.2,1.671,0.513422249613257
"BEN",1967,174.3,1.748,0.558472277233344
"BEN",1968,172.4,1.722,0.543486406005539
"BEN",1969,170.4,1.706,0.534151449069487
"BEN",1970,168.5,1.743,0.555607766537884
"BEN",1971,166.5,1.789,0.581656804526582
"BEN",1972,164.4,1.86,0.62057648772511
"BEN",1973,162.4,1.9,0.641853886172395
"BEN",1974,160.4,1.943,0.664233170395303
"BEN",1975,158.3,1.959,0.672434138962404
"BEN",1976,156.2,1.874,0.628075183816231
"BEN",1977,154.1,1.9,0.641853886172395
"BEN",1978,152,2.005,0.695644060758532
"BEN",1979,150,2.067,0.726098280699631
"BEN",1980,145.4,2.124,0.753301103379692
"BEN",1981,141.1,2.177,0.77794778225241
"BEN",1982,136.8,2.235,0.804241228065532
"BEN",1983,132.7,2.256,0.813593333635812
"BEN",1984,128.7,2.26,0.815364813284194
"BEN",1985,124.8,2.242,0.807368324649968
