"","year","country","demo","lcl","ucl"
"1",1991,"ARM",0.456891051968588,0.341364206555219,0.577249107051041
"2",1991,"BLR",0.625114764457948,0.487740462422823,0.744916010272636
"3",1991,"GRG",0.457284568888321,0.342213358886362,0.577101940718911
"4",1991,"KYR",0.00191726110706993,8.74592499997146e-06,0.2967206413402
"5",1991,"MLD",0.929414248487168,0.396713649898417,0.996221451793823
"6",1991,"RUS",0.621390498254343,0.318785234651044,0.851986694039219
"7",1991,"UKR",0.996970469201934,0.764760894842909,0.999969981480326
"8",1992,"ARM",0.454106631222216,0.3395682251423,0.573717709660224
"9",1992,"BLR",0.613827251122919,0.490045808870527,0.724457155759301
"10",1992,"GRG",0.458709818266904,0.34448484308303,0.577445568586416
"11",1992,"KYR",0.00195642667459613,9.29334928330738e-06,0.292524980835752
"12",1992,"MLD",0.932483446721863,0.362980257846838,0.997021668910788
"13",1992,"RUS",0.6426524897162,0.478755810101696,0.778822695251393
"14",1992,"UKR",0.996867407932052,0.763870031771035,0.999968056140753
"15",1993,"ARM",0.448270646014715,0.334367846557003,0.567872088799094
"16",1993,"BLR",0.601312876456431,0.476674796668497,0.714072344286097
"17",1993,"GRG",0.458044750385785,0.347340253589417,0.573052916644943
"18",1993,"KYR",0.00206756131173344,1.13438966380737e-05,0.274519440941941
"19",1993,"MLD",0.933510269990187,0.360463846434493,0.99714880105278
"20",1993,"RUS",0.64197397263898,0.485722788664303,0.772943755748159
"21",1993,"UKR",0.996980864217506,0.782486057369421,0.999967011176614
"22",1994,"ARM",0.438982756048578,0.322688472146361,0.562388393670331
"23",1994,"BLR",0.499512832476598,0.362487657163728,0.636611223022812
"24",1994,"GRG",0.457029267090243,0.346332588127294,0.572138891431083
"25",1994,"KYR",0.00216401749841175,1.10440675661404e-05,0.298670085924774
"26",1994,"MLD",0.934982397112002,0.363989797966275,0.997240185207766
"27",1994,"RUS",0.639648853324766,0.486254075754603,0.769000903787172
"28",1994,"UKR",0.997147892106159,0.804004838226843,0.999966440808693
"29",1995,"ARM",0.419493196637391,0.303903941259258,0.544647653641722
"30",1995,"BLR",1.00065746139722e-14,5.48854460882228e-27,0.0179168613315751
"31",1995,"GRG",0.458046351705662,0.347033885643028,0.573386759333818
"32",1995,"KYR",0.00223831241402075,1.18269601104342e-05,0.298496543313544
"33",1995,"MLD",0.97804462976519,0.0461335505612659,0.999975628463687
"34",1995,"RUS",0.633562750624326,0.473825894344754,0.768499117762006
"35",1995,"UKR",0.997198304798192,0.811838671765416,0.99996594324355
"36",1996,"ARM",0.344459260334011,0.248082032572413,0.455591951965508
"37",1996,"BLR",7.52035045704087e-15,5.00649361944859e-27,0.0111702785717382
"38",1996,"GRG",0.45863032875815,0.346156272704171,0.57548414812542
"39",1996,"KYR",0.00236979601739584,1.31636216984735e-05,0.300037924453939
"40",1996,"MLD",0.990908812081645,0.0224699074336469,0.999998065163837
"41",1996,"RUS",0.630323840061717,0.472872773947923,0.764196881303581
"42",1996,"UKR",0.997292804017773,0.820043856172093,0.999966422385334
"43",1997,"ARM",0.343949315969774,0.248356129100587,0.454107389219159
"44",1997,"BLR",7.24233594321747e-15,5.74606860682028e-27,0.00904565813037311
"45",1997,"GRG",0.459121390807129,0.34767245302804,0.574815405860831
"46",1997,"KYR",0.00257031958693833,1.44070376653737e-05,0.315501400900054
"47",1997,"MLD",0.997639416817335,0.0480419170748166,0.999999717450984
"48",1997,"RUS",0.622369888858545,0.467707865557161,0.75557811778994
"49",1997,"UKR",0.997133208880612,0.812630448275763,0.999964152056673
"50",1998,"ARM",0.426809666101314,0.309333291322755,0.553167918095011
"51",1998,"BLR",7.01840490616695e-15,6.44897760368205e-27,0.00758021259535443
"52",1998,"GRG",0.463027298576887,0.344853467613381,0.585505734705201
"53",1998,"KYR",0.00262821936522848,1.45650075411668e-05,0.322837980295153
"54",1998,"MLD",0.999965877411767,0.512079926907024,0.999999998777912
"55",1998,"RUS",0.613190521162499,0.456720842592918,0.749329179560168
"56",1998,"UKR",0.997079827050349,0.813868404512007,0.999962496215994
"57",1999,"ARM",0.445133039732601,0.329446292700442,0.567088023067124
"58",1999,"BLR",5.40463951152885e-15,6.82517220848965e-27,0.00426152595734467
"59",1999,"GRG",0.464053684059348,0.345442335828659,0.586876165482512
"60",1999,"KYR",0.00259718555582569,1.44484724221316e-05,0.3193967983928
"61",1999,"MLD",0.999986048701577,0.781785501269758,0.999999999302659
"62",1999,"RUS",0.489588801507655,0.370810816258069,0.609554114728127
"63",1999,"UKR",0.997034587199355,0.807844379299332,0.999962811528255
"64",2000,"ARM",0.453391722002889,0.345903854202834,0.565408413905039
"65",2000,"BLR",5.19313811706498e-15,6.34850710119259e-27,0.00423006602388053
"66",2000,"GRG",0.466303065350127,0.345524245600759,0.591165842312258
"67",2000,"KYR",0.00233223087264529,1.14610729195391e-05,0.32286260228353
"68",2000,"MLD",0.999988052118527,0.839110091220419,0.99999999925547
"69",2000,"RUS",0.479022329098296,0.366703288574228,0.593503083766853
"70",2000,"UKR",0.996973685422205,0.803310516760154,0.999962368916864
"71",2001,"ARM",0.459241769123707,0.353437739422458,0.568852566262484
"72",2001,"BLR",4.96916454923601e-15,6.21223243333335e-27,0.00395909782464819
"73",2001,"GRG",0.467893679257367,0.343948084637688,0.595932324393068
"74",2001,"KYR",0.00224967079693889,1.06336488524324e-05,0.323449995948383
"75",2001,"MLD",0.999989065732764,0.866842221305113,0.999999999221673
"76",2001,"RUS",0.470987170478289,0.35756999018392,0.587481353533969
"77",2001,"UKR",0.997013034368339,0.806671207144544,0.999962550801146
"78",2002,"ARM",0.470341931249946,0.36774271020979,0.575510322433328
"79",2002,"BLR",3.885921932322e-15,6.08078244646283e-27,0.0024771455867886
"80",2002,"GRG",0.469818577883779,0.346168523241068,0.597288216574007
"81",2002,"KYR",0.0022329413112039,9.72522332352981e-06,0.339926377142376
"82",2002,"MLD",0.999991925856092,0.921665884330186,0.999999999232952
"83",2002,"RUS",0.46121496060776,0.356413721858512,0.569560687449634
"84",2002,"UKR",0.996575410241105,0.859446006616635,0.999927799397046
"85",2003,"ARM",0.469504049221676,0.367247925387813,0.57438646354059
"86",2003,"BLR",3.829276879983e-15,5.92163358753803e-27,0.00247011925947159
"87",2003,"GRG",0.475451780135678,0.346925621895288,0.607314283327452
"88",2003,"KYR",0.00247665986552105,9.10705805203272e-06,0.403650447429389
"89",2003,"MLD",0.999992548429967,0.932158175867547,0.999999999237053
"90",2003,"RUS",0.455104329054568,0.353522135889046,0.560565528003762
"91",2003,"UKR",0.996824623445062,0.878823006888012,0.999926412806557
"92",2004,"ARM",0.470374540961677,0.369786479230194,0.573428026283262
"93",2004,"BLR",4.27992410534998e-15,8.82349015750597e-27,0.00207172000776965
"94",2004,"GRG",0.715697693311915,0.345641655769676,0.923061682139574
"95",2004,"KYR",0.00388376788333504,1.00074742562486e-05,0.60301701299415
"96",2004,"MLD",0.999992597561603,0.933237711554817,0.99999999923402
"97",2004,"RUS",0.446151374743877,0.348097555897987,0.548582719078473
"98",2004,"UKR",0.99721148957204,0.888591585765706,0.999937636982955
"99",2005,"ARM",0.477750112657927,0.373118803256712,0.584371101092818
"100",2005,"BLR",4.05325435522431e-15,9.76178572031934e-27,0.00168015037049312
"101",2005,"GRG",0.730276107817052,0.354402450455703,0.930331386530457
"102",2005,"KYR",0.43475152435912,0.324181527302402,0.552218737222562
"103",2005,"MLD",0.999992516627406,0.933959061333673,0.999999999208017
"104",2005,"RUS",0.444824839763923,0.348433276236329,0.545555039758375
"105",2005,"UKR",0.997440054581954,0.899053768348159,0.999941337863043
"106",2006,"ARM",0.477888039849748,0.373617424634152,0.584121982204057
"107",2006,"BLR",4.4409063425027e-15,1.2763708668712e-26,0.00154275094028051
"108",2006,"GRG",0.739623434258368,0.375228375275473,0.93072474994633
"109",2006,"KYR",0.434094238946562,0.326063058203098,0.548772898612515
"110",2006,"MLD",0.999992635005154,0.936951418995684,0.999999999193892
"111",2006,"RUS",0.449201633999988,0.34751555603255,0.555318613987136
"112",2006,"UKR",0.997955567382446,0.891083283189636,0.999965665396615
