"sftgcode","year","country","yrborn","yrdied","reg.eap","reg.afr","reg.eur","reg.mna","reg.sca","reg.amr","dosreg","auto.p","auto.lcl","auto.ucl","nomod.p","nomod.lcl","nomod.ucl","d.pitf","d.da","d.fh","d.bmr","d.dd","all","four","three","uds.mean","uds.sd","uds.median","uds.pct025","uds.pct975"
"AFG",1964,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",2.18354407475356e-13,3.35137027260309e-19,1.42266107898146e-07,0.00431372743086615,1.61933569607158e-05,0.536841497962109,0,0,NA,0,0,0,1,1,-1.13203310335208,0.275432014667817,-1.12274725609584,-1.70251885552808,-0.601768865499647
"AFG",1965,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",2.31071101224153e-13,3.79855157236078e-19,1.40563699869806e-07,0.00560506663870417,4.90019434762031e-05,0.393332535981594,0,0,NA,0,0,0,1,1,-0.891054525775398,0.210143301890156,-0.888295799681233,-1.32051887914504,-0.491554834876042
"AFG",1966,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",2.51392914114958e-13,4.29451572137238e-19,1.47160686017297e-07,0.00345226223705767,1.18652599205603e-05,0.502837290218454,0,0,NA,0,0,0,1,1,-0.847215757112913,0.254935894036319,-0.836543555341674,-1.36161743687892,-0.375589819739682
"AFG",1967,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",2.27037156367092e-13,4.38081545732179e-19,1.17662715556989e-07,0.00421569574180814,3.21892510976085e-05,0.357648207626012,0,0,NA,0,0,0,1,1,-0.850931589642614,0.255594498477604,-0.845725979661879,-1.37559102929398,-0.367089662037063
"AFG",1968,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",2.49614409549768e-13,5.19723813894153e-19,1.19885493639996e-07,0.00472035601251577,1.68175272184404e-05,0.572190276881362,0,0,NA,0,0,0,1,1,-0.850060719448659,0.251307516882944,-0.843122563090458,-1.35798468004103,-0.377383846915397
"AFG",1969,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",2.34463052429782e-13,2.43796453635523e-19,2.25486916397997e-07,0.00341335442018765,1.24560281442168e-05,0.485007559053442,0,0,NA,0,0,0,1,1,-0.849713770999304,0.256666437782915,-0.837137580371841,-1.37833945770932,-0.370326757369609
"AFG",1970,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",2.58030699699076e-13,1.39331029971433e-19,4.7785342708996e-07,0.00448420743150134,3.33001834658592e-05,0.37860250867414,0,0,NA,0,0,0,1,1,-0.848283138908626,0.249889211374702,-0.844291861440825,-1.35218570451786,-0.389751436407296
"AFG",1971,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",3.71132769250303e-12,1.18773632200045e-19,0.000115954659566081,0.00326987031736317,1.57859754997901e-05,0.405382663472084,0,0,NA,0,0,0,1,1,-0.848189586745086,0.256997100583809,-0.842012911321563,-1.36978909411161,-0.366953458705293
"AFG",1972,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",4.29212983401034e-12,1.29552101541815e-19,0.000142180319680483,0.00333260626844744,4.12270250849301e-05,0.21333319395504,0,0,NA,0,0,0,1,1,-0.646120028290834,0.199419125609468,-0.636813159587376,-1.04543289748294,-0.269945487978964
"AFG",1973,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",4.41246626948748e-12,1.12357434552414e-19,0.000173254982254448,0.00588074396982197,4.55338670221349e-05,0.434543049519387,0,0,NA,0,0,0,1,1,-1.05078413937586,0.219440591744631,-1.04927436360394,-1.49189178637445,-0.62402010888545
"AFG",1974,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",4.18581451640948e-13,3.04054044690405e-21,5.76214455420373e-05,0.00662771702325863,6.64733383598361e-05,0.401060800617605,0,0,NA,0,0,0,1,1,-1.04880310778612,0.212941659174216,-1.04791392175375,-1.46889723441219,-0.63782801067062
"AFG",1975,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",8.10849702391611e-13,2.35009564677272e-21,0.00027968791497227,0.00220495012495802,7.90896304849863e-06,0.381737472826113,0,0,NA,0,0,0,1,1,-1.04792781328357,0.21504444789017,-1.04599567040886,-1.48566700244768,-0.636995467032343
"AFG",1976,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",1.02136068509671e-11,3.79080936882802e-21,0.0267816072047406,0.0064692006526322,4.91112765184857e-05,0.463303044273096,0,0,NA,0,0,0,1,1,-1.05230774489739,0.213602878150062,-1.04749604969901,-1.48812590461536,-0.652409450024699
"AFG",1977,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",1.20053138564025e-11,4.69279319592431e-21,0.0297973789613975,0.00449573582855905,3.33113883552965e-05,0.379737584722739,0,0,NA,0,0,0,1,1,-0.966488533600056,0.214675902377802,-0.964708913370714,-1.39277507860248,-0.547469332073343
"AFG",1978,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",1.25393211880628e-11,4.02828273893694e-21,0.0375663422309653,0.00439539601663718,1.86035603981027e-05,0.511636360853985,0,0,NA,0,0,0,1,1,-0.95449666429351,0.2187125457631,-0.95136002524916,-1.38709777153192,-0.532816767354981
"AFG",1979,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",1.32009732158198e-11,3.75083291284119e-21,0.0443977874982161,0.00360542638726486,2.99574883461579e-05,0.304130487641037,0,0,NA,0,0,0,1,1,-1.864144927416,0.483494128463392,-1.80953032784139,-2.96015227757614,-1.0602993816917
"AFG",1980,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",1.43061207041986e-11,3.69770724481763e-21,0.0524463254834521,0.00384471578391305,2.85118524325625e-05,0.343159746232138,0,0,NA,0,0,0,1,1,-2.03908355163231,0.444865263027352,-1.98018560523514,-3.05887189560279,-1.30242888421164
"AFG",1981,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",1.5033125683405e-11,4.46352351063675e-21,0.0481914878205947,0.0049739506761225,2.9940833541945e-05,0.454909936278478,0,0,NA,0,0,0,1,1,-1.85154555255864,0.478373246265196,-1.79977712657591,-2.93063755297638,-1.06227741079101
"AFG",1982,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",1.3550130898068e-11,3.17928290055143e-21,0.0545977135146843,0.0042413524282139,1.52873822542767e-05,0.542701236605425,0,0,NA,0,0,0,1,1,-1.86056735058746,0.485936763987918,-1.80430414365293,-2.99145614581998,-1.05811719488146
"AFG",1983,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",1.40177236611731e-11,3.40408473295194e-21,0.0545735701406598,0.00690015473807893,3.41066653630327e-05,0.585989097992473,0,0,NA,0,0,0,1,1,-1.64405378798106,0.521515055222479,-1.58681970500327,-2.84562230236266,-0.77294135946973
"AFG",1984,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",1.61337466211587e-11,8.00506256655395e-21,0.0314926112267184,0.00511820877254423,2.92083793149147e-05,0.475366689324377,0,0,NA,0,0,0,1,1,-1.64114439152636,0.523030051829657,-1.5703688115821,-2.83294930817627,-0.793760637892246
"AFG",1985,"Afghanistan",1919,9999,0,0,0,0,1,0,"South & Central Asia",1.28526173014549e-11,4.7739938960939e-21,0.0334447517280343,0.00450882046942849,4.39735009965349e-05,0.318098967670881,0,0,NA,0,0,0,1,1,-1.83679433102271,0.451853883472759,-1.7772885898197,-2.9053595951916,-1.11537875106828
