country,year,mean,se
CZE,1956,-7.511344353268425,2.935646968225455
CZE,1957,-7.5647219657298175,2.835436623470172
CZE,1958,-7.585088605731017,2.6630666993878127
CZE,1959,-7.740646842251917,3.002902474648661
CZE,1960,-7.880061374206386,2.7147009734085867
CZE,1961,-8.076337227772402,2.7034952755602517
CZE,1962,-8.290391615913931,2.6767861101761294
CZE,1963,-8.472890746372967,2.681000492322013
CZE,1964,-8.294145162856342,2.8277333031374163
CZE,1965,-8.491258240610954,2.748712646023761
CZE,1966,-8.158466143121284,3.060628434676824
CZE,1967,-8.45339965727781,2.7947138289767905
CZE,1968,-8.379001494712636,2.7417277491018357
CZE,1969,-8.465665310739038,2.442688699899715
CZE,1970,-8.655692355549474,2.590296543264292
CZE,1971,-9.042047179086012,2.3627413235565413
CZE,1972,-8.812034881340711,2.4031720952744497
CZE,1973,-8.904044578867069,2.463375120672983
CZE,1974,-9.36300607171317,2.7532136837272216
CZE,1975,-9.561489514432498,2.4978507446081086
CZE,1976,-9.620580162953772,2.5783922724333905
CZE,1977,-9.7551578707284,2.905886896665988
CZE,1978,-9.235193103511751,2.4968839947437185
CZE,1979,-9.015696658463911,2.9034029152117213
CZE,1980,-8.676257492426409,2.6103759285808965
CZE,1981,-8.191162439434851,2.468408175671171
CZE,1982,-7.7527369239225115,2.3124490132189566
CZE,1983,-7.0277796482961685,2.141417055833354
CZE,1984,-6.566027505869579,2.1284575344360093
CZE,1985,-5.9366682193794125,1.978733105335229
CZE,1986,-5.5561224810018714,1.9695179203474538
CZE,1987,-4.845295369687536,2.0288380598916995
CZE,1988,-3.388575606465423,1.5987799722492981
CZE,1989,-1.1133996158601327,0.6465526248701202
CZE,1990,2.2221932702977556,0.8944526048015763
CZE,1991,3.399958651504726,1.3189734481421809
CZE,1992,3.514571261234018,1.515443933451477
CZE,1993,3.357358371918812,1.7681286006915342
CZE,1994,3.077869041608112,1.7277060119605847
CZE,1995,3.071220283336254,1.9464331421567638
CZE,1996,2.873704694186383,2.4062380634543605
CZE,1997,2.6200268358271654,2.7041386817615733
CZE,1998,2.632300616297847,2.84583503278374
CZE,1999,2.533461478597083,3.160848118722207
CZE,2000,2.4887370757997838,3.502470034945152
CZE,2001,1.882152144663482,3.532952351116357
CZE,2002,1.947137316198324,3.3964276432806093
CZE,2003,1.7083203666551137,3.328701246505252
CZE,2004,1.5824913138895698,3.1831277987727087
CZE,2005,1.597801007145991,3.763563625855641
CZE,2006,1.4233295420943635,3.862153545503025
CZE,2007,1.379448384043416,3.814635999567571
CZE,2008,1.1713934892238584,4.195473336073155
CZE,2009,0.15793394302471725,4.257480631305897
CZE,2010,0.2507700630781899,4.577072263850945
CZE,2011,0.287542764418389,4.768757743831254
CZE,2012,0.10118613834129246,5.14086087733788
CZE,2013,-0.149958076978883,5.1719594613954305
CZR,1945,-3.3492498546927214,4.529135840533605
CZR,1946,-3.4752823683606344,4.244299248092188
CZR,1947,-3.662124710649029,4.249235067704579
CZR,1948,-3.7707211224369583,4.2342675342448794
CZR,1949,-4.134754870349965,3.9810365676526516
CZR,1950,-4.343326013060887,4.188528991224438
CZR,1951,-4.421081322158531,4.234462179737176
CZR,1952,-4.466304333763153,4.276321154558804
CZR,1953,-4.578222046334282,3.8394960228385653
CZR,1954,-4.384447768513121,3.584091971797891
CZR,1955,-4.200492490281276,3.4727751774484226
CZR,1956,-3.9952722376484324,2.831157226839953
CZR,1957,-4.031438082225632,2.7544877281088986
CZR,1958,-3.5440663760220854,2.751424510842039
CZR,1959,-3.4507901362624103,2.5610174711288485
CZR,1960,-2.9551086373831703,2.7469759884754423
CZR,1961,-2.9093527326008246,2.6094738318163904
CZR,1962,-2.381366555544485,2.5561330707089676
CZR,1963,-2.0736640776695445,2.489959419117737
CZR,1964,-1.9275793119786522,2.6791049189556797
CZR,1965,-1.6836758588745722,2.4659067138978434
CZR,1966,-1.5432457879669759,2.4747685369109753
CZR,1967,-1.3936168964535938,2.2368234540394614
CZR,1968,-0.8702958010945607,2.337056422565799
CZR,1969,-0.42907173679226623,2.6598062306103722
CZR,1970,-0.12656033575555903,2.6887351672327804
CZR,1971,0.3250356381098656,2.8918399215095616
CZR,1972,0.836990907802147,2.734878924258978
CZR,1973,1.2925657175154956,3.4255245129592993
CZR,1974,1.767653412224014,3.0308658156008805
CZR,1975,1.9254285656746526,3.41013972594095
CZR,1976,2.9097060347859633,3.316976406062578
CZR,1977,3.2405887560137883,3.278857498824491
CZR,1978,3.882209835127124,3.234110235524412
CZR,1979,4.464306634066859,3.5874677323836366
CZR,1980,4.757479427399803,3.3154314419897792
CZR,1981,4.991287661115546,3.378900694670397
CZR,1982,5.425423635190364,3.5888705141697184
CZR,1983,5.392460973568079,3.6507812371759822
CZR,1984,5.722935072424086,3.5336473940067923
CZR,1985,6.0755570626377455,3.7247516838651658
CZR,1986,6.314719316291263,3.718825296761743
CZR,1987,6.64978659484737,3.506704468751159
CZR,1988,6.766361270768053,3.2754934365892225
CZR,1989,7.400263360415279,3.004505038954137
CZR,1990,7.702173210498323,3.319688683099247
CZR,1991,7.870819904442077,3.1758577461688398
CZR,1992,8.442818546841545,2.9662287397970255
CZR,1993,8.846920392153304,3.344113352195267
CZR,1994,9.368848794930756,3.294359920480159
CZR,1995,10.019529249563224,3.4079202961277106
CZR,1996,10.317159092167554,3.5353293649575623
CZR,1997,10.959048439569415,3.8621762921994054
CZR,1998,11.516779404918243,3.5949342096422474
CZR,1999,12.441065993308227,3.96087403430964
CZR,2000,12.766468029405456,3.7318881081327393
CZR,2001,13.377727944294877,3.961803597001802
CZR,2002,14.055721072054057,3.7145846497293435
CZR,2003,14.474104161478568,3.730000010071849
CZR,2004,14.77224058397055,3.928863373051692
CZR,2005,15.255191789496477,4.0473995770879885
CZR,2006,15.186693779518999,3.9436487339193045
CZR,2007,15.667428619713712,4.166701750090789
CZR,2008,15.859791973132765,4.442006223975468
CZR,2009,16.16078225494608,4.378703723216517
CZR,2010,16.09691168557844,4.332012370857455
CZR,2011,15.945543297988815,4.637870163136217
CZR,2012,15.820097884136665,4.465171024467137
CZR,2013,16.003674612918047,4.932179891834078
DEN,1945,11.542985125607347,4.593879812978821
DEN,1946,11.85282719613184,4.577597188267228
DEN,1947,12.02013264445616,4.595313315448697
DEN,1948,12.208138946865837,4.553050326163939
DEN,1949,12.222010134319133,4.447669816213815
DEN,1950,12.157177306926645,4.55912729305638
DEN,1951,11.687562354503582,4.648891363973367
DEN,1952,11.427410304788884,4.414732926857483
DEN,1953,10.934845643863966,4.226635730974784
DEN,1954,10.89324559898887,4.229551801467378
DEN,1955,10.980511303778767,4.0703797021989665
DEN,1956,10.596168197577029,4.016708839704956
DEN,1957,10.642594286037422,3.8793167802867936
DEN,1958,10.603053330629155,3.5909001817640416
DEN,1959,10.743941323397824,3.652921747616999
DEN,1960,10.767699553588823,3.693053992044905
DEN,1961,11.010833660228919,3.4914974551575235
DEN,1962,11.237841285169614,3.5256176769630123
DEN,1963,11.286764486534997,3.502262049068381
DEN,1964,11.136763832083187,4.069582760126917
DEN,1965,10.943127850710578,3.9961543365722445
DEN,1966,11.256775659569206,4.20816239503665
DEN,1967,11.043264570553463,4.41565209767391
DEN,1968,11.351824795668898,4.809020812741386
DEN,1969,11.374055794027349,4.811347715234016
DEN,1970,11.649613168883537,4.962082162818054
DEN,1971,12.072169020827223,4.779359861731625
DEN,1972,12.544864141120195,5.353053448820163
DEN,1973,12.478537109066023,5.433036383326458
DEN,1974,12.675104575867255,5.505926103007218
DEN,1975,13.180692778206051,5.26665437727869
DEN,1976,13.366883436561187,5.059128642332113
DEN,1977,13.360679333204121,4.807126459756157
DEN,1978,13.423205190410009,4.988964833084347
DEN,1979,13.442653810872677,4.189352388696361
DEN,1980,13.451384242930294,4.4111388575433
DEN,1981,13.386987591309019,4.264263922928995
DEN,1982,13.795973244841777,4.63665871880562
DEN,1983,13.980907603567937,4.707147605027605
DEN,1984,14.149695761563446,4.5195494170006585
DEN,1985,13.96666947526145,4.128246351956106
DEN,1986,14.282258327983559,4.199947412338868
DEN,1987,14.751562146444499,3.931466661539281
DEN,1988,15.170273170226581,4.29982281371452
DEN,1989,15.375266732047788,4.4656316838453725
DEN,1990,15.603499619473494,4.780030345632914
DEN,1991,15.807081061052225,4.301098379644768
DEN,1992,15.516004077349816,4.055106312977292
DEN,1993,15.748048478578367,3.538834351917548
DEN,1994,15.78532101878127,3.3006365784476865
DEN,1995,15.85714611087958,3.366108450096019
DEN,1996,15.914984639309157,3.1398475962617862
DEN,1997,16.179009668203385,3.124705911413892
DEN,1998,16.323195722028316,3.307455337357566
DEN,1999,16.59307477652999,3.164056908025648
DEN,2000,16.360295140153355,3.0080365341629753
DEN,2001,16.50056958502486,3.015218074652413
DEN,2002,16.582071190700198,3.245249689116362
DEN,2003,16.915020632048005,3.5162611118411857
DEN,2004,16.69224713435923,3.9546057026514947
DEN,2005,17.26108621929872,4.330443440379061
DEN,2006,17.347940317057724,4.890247298980709
DEN,2007,17.53067391622084,5.255116373928944
DEN,2008,17.731890881047683,5.936604639461697
DEN,2009,18.06507571980667,6.043395840444608
DEN,2010,18.283239408829324,6.325220906174733
DEN,2011,18.503048573198665,6.936850195154685
DEN,2012,18.80615727276487,7.248522945607095
DEN,2013,18.734618910250042,7.421734862000433
DJI,1945,3.8367764678106573,4.767131584741718
DJI,1946,4.025076673326642,4.460848861367742
DJI,1947,3.9949542474181543,4.304035104917042
DJI,1948,3.7990343991208624,4.459824784452191
DJI,1949,3.778936718595876,4.296907910683783
DJI,1950,3.697624213075731,4.083884595311034
DJI,1951,3.739540272622698,4.256670029891763
DJI,1952,3.2301966500824024,4.310638035244756
DJI,1953,2.8335800180510757,4.597547713122864
DJI,1954,2.1300289854843952,4.422088448489885
DJI,1955,1.8511039670851588,4.679940553701087
DJI,1956,1.5399438904345617,4.62607533418773
DJI,1957,1.2947173132747678,4.288726581695102
DJI,1958,0.9537920495888019,4.672089589055908
DJI,1959,0.5256797606399111,4.880139316548472
DJI,1960,-0.038762301233111404,4.509812963525283
DJI,1961,-0.47606605007106073,4.351068084020305
DJI,1962,-0.4518531111297547,3.986027161377018
DJI,1963,-1.0981639629057545,3.58041399508152
DJI,1964,-1.9671444570026642,3.188105944831437
DJI,1965,-2.0580985007563415,3.5056485887961646
DJI,1966,-2.5587961844839557,3.009273594539611
DJI,1967,-2.9392611519936844,2.9118147856272496
DJI,1968,-3.710312867189265,2.5471509542321984
DJI,1969,-4.1808775974042796,2.8151316268361017
DJI,1970,-4.478392816380292,2.773949193414982
DJI,1971,-5.066573771852806,2.913550853761192
DJI,1972,-5.156809770663738,2.840646201321727
DJI,1973,-5.245608714918387,3.0316674118320086
DJI,1974,-5.799994656821799,3.0440303587147115
DJI,1975,-6.600647419380192,2.9785182150517993
DJI,1976,-6.635010756785201,2.7397280109989883
DJI,1977,-6.976518636406204,2.6031939211738693
DJI,1978,-7.270710001999483,2.6884354515537634
DJI,1979,-7.729205227983548,2.7354469431247863
DJI,1980,-7.840815411973584,2.376002173183575
DJI,1981,-8.235721615092222,2.3763498919438955
DJI,1982,-8.201824946133597,2.29301593268794
DJI,1983,-8.177330963023683,2.2243799231968966
DJI,1984,-8.425608788856001,2.4269021063197367
DJI,1985,-8.026780173674826,2.308264996014341
DJI,1986,-7.807317594079532,2.1154893356032995
DJI,1987,-7.637054245236114,2.0863258830638864
DJI,1988,-7.419321358873352,1.974555594075632
DJI,1989,-7.485895388109145,1.761205156136079
DJI,1990,-7.316842240896208,1.8499863624033857
DJI,1991,-7.057831583420608,2.159352574140379
DJI,1992,-7.241404134857446,1.979175441641941
DJI,1993,-6.5426379119634355,1.8822564398170778
DJI,1994,-6.241139995892838,2.0266424502622415
DJI,1995,-6.03825490276509,2.0375735934949226
DJI,1996,-5.331618396290112,1.8310452280735772
DJI,1997,-4.602644330789882,1.8053046017485954
DJI,1998,-3.3364670880103664,1.3405885492271106
DJI,1999,-0.8901516292694382,0.7046214607954356
DJI,2000,-0.593523313642248,0.677873541125163
DJI,2001,-0.7185537088891129,0.742245296163176
DJI,2002,-1.5624917860675922,0.8545801044055531
DJI,2003,-1.4907693155308723,0.6800039191092448
DJI,2004,-1.7413478565427942,0.8274916591743678
DJI,2005,-1.7389180887787408,0.9245015886876451
DJI,2006,-1.961862045041676,1.0806099077708422
DJI,2007,-1.7809473984858153,1.1300178544841484
DJI,2008,-1.96923598195598,1.2011471728084577
DJI,2009,-1.150108536634923,0.8590457966993914
DJI,2010,-0.6913990963129346,0.8927997505773304
DJI,2011,0.7222699146936329,1.5851070187128637
DJI,2012,1.8300168716416436,2.016178297211053
DJI,2013,1.932459239979856,2.4618042101388973
DOM,1945,-8.461187860202166,3.347318339968862
DOM,1946,-8.676373714636524,2.9558544272724907
DOM,1947,-8.899029738898577,3.162264675941556
DOM,1948,-8.716339975173218,2.7773400053249717
DOM,1949,-8.736971156278013,2.802834666832858
DOM,1950,-8.762326637503554,2.8731049023127038
DOM,1951,-8.765484972594638,2.7119821034084026
DOM,1952,-8.577497453663561,2.6719725362524303
DOM,1953,-8.930459847104766,2.538186741786563
DOM,1954,-8.882362357777348,2.6926939950496735
DOM,1955,-8.510818474121258,2.464179320889768
DOM,1956,-8.223885585821924,2.7045545784188563
DOM,1957,-8.160853349429834,2.652034036071373
DOM,1958,-7.369064343692482,2.8923102795603346
DOM,1959,-6.217504206486188,2.226844828380999
DOM,1960,-5.507249594514637,2.1204297709391002
DOM,1961,-4.291916288243869,2.113374724102621
DOM,1962,-2.930279101204984,1.4504018657410123
DOM,1963,-3.6463308705968007,1.4385075097336537
DOM,1964,-3.3870350711432526,1.1627201842354136
DOM,1965,-2.399523874785261,1.1262203175077319
DOM,1966,0.09951826959277799,0.8469791799370738
DOM,1967,0.45427984569905583,0.7524714432236121
DOM,1968,0.5432018716248893,0.736856125976139
DOM,1969,0.7501126957888766,0.6749219040273735
DOM,1970,0.6336593570904064,0.7688740901485883
DOM,1971,0.7287472106157576,0.7733483700307937
DOM,1972,0.602489089189682,0.9434363890986032
DOM,1973,0.6858819413741485,0.909017845624094
DOM,1974,0.7498685829755085,0.7025931337429793
DOM,1975,0.7085411001834295,0.7708140389751595
DOM,1976,0.8751165196054325,0.8328082240910687
DOM,1977,1.2659575427019825,0.7063786096112431
DOM,1978,2.9825150628943486,1.1399429688043443
DOM,1979,3.747196320715957,1.4256288048184826
DOM,1980,4.685763768245951,1.5139671507194852
DOM,1981,4.849216728537346,1.7056077372291083
DOM,1982,4.9862903312348115,2.109276208457567
DOM,1983,5.35130726986223,1.8327474511292845
DOM,1984,5.08961095923099,1.7738544721949416
DOM,1985,5.089819778977197,1.8821108996318572
DOM,1986,4.8249550946594955,1.4363427072172517
DOM,1987,4.955832548999251,1.5375520904443685
DOM,1988,4.215599453195634,1.6588129875981643
DOM,1989,3.615526237774552,1.1708062802510097
DOM,1990,2.304149426707097,0.8263878465545617
DOM,1991,1.8439179259641256,0.7654200688567255
DOM,1992,1.5803498429016491,0.8215649710766761
DOM,1993,1.5622738765031001,0.840850579706669
DOM,1994,0.8031610475715459,0.82031875967634
DOM,1995,0.7212212004422308,0.6538163168600742
DOM,1996,3.1054722547653864,1.0947675143107405
DOM,1997,4.097933589712707,1.4015963104243512
DOM,1998,5.079079262423281,1.7404942387179474
DOM,1999,5.292381636105471,1.9093754791725728
DOM,2000,5.738313126926023,1.747708844146529
DOM,2001,6.0232750503829955,2.0336171242643863
DOM,2002,6.484435038300667,2.119880473901209
DOM,2003,6.499641011633035,1.8823383712423973
DOM,2004,6.413902321794925,2.0397250160446636
DOM,2005,6.481673991133879,2.2875065232635587
DOM,2006,6.585548422691495,2.256422372976506
DOM,2007,6.419405734199667,2.0186144770769663
DOM,2008,6.494569909906187,2.166588175344584
DOM,2009,6.411988909110153,2.039985541785225
DOM,2010,6.582797149843613,2.3110294558496594
DOM,2011,6.473910381606158,2.3040764879849407
DOM,2012,6.2785593785589855,2.593080416291771
DOM,2013,6.4920331341318285,3.028765427064293
DRV,1945,-7.758496042531985,5.507508404515217
DRV,1946,-7.805760587739887,5.772772449110122
DRV,1947,-8.112231056772083,5.799856455471319
DRV,1948,-8.167282767567944,5.679106435675455
DRV,1949,-8.122404439493662,5.769892518032879
DRV,1950,-8.377689232709582,5.676729313273549
DRV,1951,-8.346467452985026,5.611189097128032
DRV,1952,-8.357277411976515,4.937542559756093
DRV,1953,-8.807607894107768,4.276286117456423
DRV,1954,-8.897315732426511,4.02308625376651
DRV,1955,-9.444660880588152,3.676348197687411
DRV,1956,-9.446424937631996,3.1648115855046224
DRV,1957,-9.392197931350942,3.0554820144774713
DRV,1958,-9.319926292199701,3.177060266439399
DRV,1959,-9.3901310170266,3.2381343174141914
DRV,1960,-9.551692432396415,2.9535569898751493
DRV,1961,-10.250172317248689,3.190310584804005
DRV,1962,-9.783851088317697,3.0687677244048124
DRV,1963,-9.859594476338128,2.965821310389692
DRV,1964,-10.124465012601668,2.992390339748405
DRV,1965,-10.273236910454944,2.76501555977542
DRV,1966,-10.542811974938711,2.9173404840731068
DRV,1967,-10.3366456855924,2.955204643408329
DRV,1968,-10.295785629871098,2.954971598407911
DRV,1969,-10.219947765382823,2.959590571306634
DRV,1970,-9.931656712097137,3.2693043663303114
DRV,1971,-9.670293472856725,2.859759001651159
DRV,1972,-9.602064351108355,2.9360352141792725
DRV,1973,-9.248224853179442,2.892770447438966
DRV,1974,-9.10960023531656,3.0503652744149146
DRV,1975,-8.725077300086966,3.4286963115340523
DRV,1976,-8.298058481277165,3.526720752123257
DRV,1977,-7.861334619552545,3.9073870043808454
DRV,1978,-7.248976824904713,3.971141998833458
DRV,1979,-6.759404042957691,4.187153154424008
DRV,1980,-6.606640935638588,4.210299953200202
DRV,1981,-6.147812418961515,3.7791344261043567
DRV,1982,-6.000722892400639,3.8594576082415104
DRV,1983,-5.141677170969496,3.9689544353510087
DRV,1984,-5.0150118189355135,3.7807018494149744
DRV,1985,-4.943084819525327,3.610078573781051
DRV,1986,-4.403237710612797,3.7547564022792446
DRV,1987,-4.23184147612456,3.6881899384064014
DRV,1988,-3.957733328717081,3.8078683101938764
DRV,1989,-3.3824084524900324,3.929772899525641
DRV,1990,-3.167877852106613,3.7676116089130303
DRV,1991,-3.386332196722584,3.6571789111070343
DRV,1992,-3.5543524917041283,3.558049594961946
DRV,1993,-3.442079377665434,3.6091170046599053
DRV,1994,-3.558674411582573,3.7456646715256423
DRV,1995,-3.819516264861954,3.788371365646242
DRV,1996,-3.779595449469678,3.6970625091293976
DRV,1997,-3.2971616396773795,3.8637765413501075
DRV,1998,-2.9834590547120374,3.7287165357472767
DRV,1999,-3.1044264850510497,3.5981237172381104
DRV,2000,-2.6244458578368977,3.1198231266373635
DRV,2001,-2.420755377019174,3.0419066707543463
DRV,2002,-2.056137755279014,3.066262436166159
DRV,2003,-1.4764148373924706,2.8710196558841354
DRV,2004,-1.1347951185482257,2.5963587912934107
DRV,2005,-0.5572547256808893,2.484384377999788
DRV,2006,-0.6148193496208696,2.639869686983111
DRV,2007,-0.3432556241544185,2.654601457455835
DRV,2008,-0.07545490637026686,2.3415677752602715
DRV,2009,-0.08741274446659206,2.745290536602651
DRV,2010,0.21858276201237536,2.701510560586657
DRV,2011,0.3192512519272507,3.195466065038919
DRV,2012,0.1398983479178648,3.852097978004966
DRV,2013,0.24631988190548373,3.9619691137191952
ECU,1945,-2.168352871133846,1.5090446242470381
ECU,1946,-1.4082945316696112,1.0124238291007424
ECU,1947,-0.9791316610768935,1.0070609667179007
ECU,1948,1.8200508959817099,1.0005548908242659
ECU,1949,3.434814114641577,1.5666745246514486
ECU,1950,4.220138127688701,1.7814945595693898
ECU,1951,4.862109289843586,1.7549099413546274
ECU,1952,5.014521520728022,1.7253552197694122
ECU,1953,5.3267808716947345,1.7869482540322164
ECU,1954,5.540339386263984,2.0861122761819266
ECU,1955,5.600424309210272,2.007127609023824
ECU,1956,5.841053065877117,1.9753513514337506
ECU,1957,5.395249795471743,1.7823676565045001
ECU,1958,4.967172266330707,1.7684982095168822
ECU,1959,4.4796140848945525,1.564003595235889
ECU,1960,3.0641814768983404,1.0689844737382759
ECU,1961,1.1804455817994977,0.8109096719997001
ECU,1962,0.11873480516554777,0.9912492948109174
ECU,1963,-2.290720793386812,1.0806446330933552
ECU,1964,-2.8959426894820464,1.4236542925985647
ECU,1965,-3.1107540270403438,1.2862431284001605
ECU,1966,-1.9719559122493093,1.0054932261670282
ECU,1967,-1.2447947660401006,1.08874387558534
ECU,1968,-0.6475000481849862,0.8121718545867139
ECU,1969,-0.6943318384303181,0.7128907654376295
ECU,1970,-1.1198554051321017,0.8789379673580008
ECU,1971,-2.0939813332264436,1.1599730866230613
ECU,1972,-3.524411266208428,1.5696750377284037
ECU,1973,-4.5522664048267565,1.7496159668696256
ECU,1974,-4.910528268255552,1.8763466786501874
ECU,1975,-5.038458611812612,2.055944226632895
ECU,1976,-4.525970724373724,1.9951880156146977
ECU,1977,-3.7666689408485725,1.712821055337653
ECU,1978,-1.8261690962191495,1.0819821952497743
ECU,1979,1.8862843897478863,0.985938201452067
ECU,1980,3.716831665358888,1.588044752081941
ECU,1981,4.814425376769523,2.064912715722743
ECU,1982,5.561716577818441,2.3524583686130565
ECU,1983,6.0726560320471945,2.556975686208577
ECU,1984,6.662306657226224,2.7940378906085357
ECU,1985,6.68873762435753,3.0129832704890918
ECU,1986,6.774573585910621,3.159058205695571
ECU,1987,7.094054942447857,3.4880008308047827
ECU,1988,7.432438203980176,3.3111585322594177
ECU,1989,7.288421936247519,2.9168015361179407
ECU,1990,7.158683882018994,2.8681541974864357
ECU,1991,7.103364717728799,2.810984923274546
ECU,1992,7.046801803282677,2.834262226906263
ECU,1993,7.013353845462278,2.9385986956952403
ECU,1994,6.571928033728153,2.618032612250906
ECU,1995,6.368347791898757,2.3408088040398374
ECU,1996,5.8027157525384245,1.8652020699913754
ECU,1997,5.028467736097508,1.7195627675416616
ECU,1998,3.9255542882010017,1.577548647941733
ECU,1999,2.8215306504193096,1.1972754930633067
ECU,2000,0.1796380102212613,0.7800465174749589
ECU,2001,-0.027411812627498762,0.6798916092299817
ECU,2002,0.6825773797968437,0.7259722088284035
ECU,2003,2.416828920445007,0.88351743923912
ECU,2004,3.2824915208415018,1.0852485753446346
ECU,2005,3.76731004181397,1.2743878227267738
ECU,2006,3.49933603429899,1.5079289144437669
ECU,2007,2.6325588810845333,1.155715295109918
ECU,2008,2.472674808979051,1.2715586362414273
ECU,2009,3.5213935285391473,1.5093898318369026
ECU,2010,3.583231073340595,1.37983003706994
ECU,2011,3.5356567827485548,1.5589388875600365
ECU,2012,3.982878547002534,1.8792851871234493
ECU,2013,3.9956601556843476,2.2754310239668336
EGY,1945,-3.2401414328405345,4.278183168876416
EGY,1946,-3.7424979371794804,4.128689897132329
EGY,1947,-4.194948629733117,3.972286728639801
EGY,1948,-4.359068255479664,4.108553089778279
EGY,1949,-4.798773967548688,3.855962648063259
EGY,1950,-5.578591971905612,3.2359673511656855
EGY,1951,-5.919196180971411,3.2634370203153997
EGY,1952,-6.837433824304555,3.185941939264771
EGY,1953,-7.48386097818384,2.8811450978990933
EGY,1954,-8.036342022383103,2.7213412088946822
EGY,1955,-8.535114117004074,2.775289435240934
EGY,1956,-9.049629841756039,3.0731474705253023
EGY,1957,-9.582489125663448,3.322877156418346
EGY,1958,-9.987955606498915,3.070535270484027
EGY,1959,-10.320721171287524,3.3516590673607514
EGY,1960,-10.739822467521401,3.1311048538052497
EGY,1961,-11.138941228391861,3.417789331326995
EGY,1962,-11.500247270371,3.401155588688551
EGY,1963,-11.642417591507117,3.578573295758965
EGY,1964,-12.008929792356264,3.400198924309409
EGY,1965,-12.403620248325044,3.288068602944623
EGY,1966,-12.760064754322661,3.274418736527082
EGY,1967,-13.690372466096065,3.446427849496525
EGY,1968,-14.347689883258345,3.3444013502620273
EGY,1969,-15.06675348788529,3.2880567431213703
EGY,1970,-15.940388144083903,3.4990338453201066
EGY,1971,-16.818593689964267,3.744481914242907
EGY,1972,-17.348168737633024,3.1628473647471895
EGY,1973,-18.010833485410615,3.312203778675537
EGY,1974,-18.813563125311276,2.760169065725571
EGY,1975,-19.55957816986671,2.846137294724174
EGY,1976,-20.24032359679822,2.705547612591807
EGY,1977,-20.836530752942966,2.7044747416679544
EGY,1978,-21.65114336668228,2.6228881140108706
EGY,1979,-22.29897823577468,2.6509481160465906
EGY,1980,-23.352922004018215,2.3442229869564613
EGY,1981,-24.42108498049221,2.2540032229814697
EGY,1982,-25.376303993802726,2.2141181930453318
EGY,1983,-26.154338716378696,2.5343024913921393
EGY,1984,-27.026842570250764,2.6924938834628653
EGY,1985,-27.679938646549388,2.667672448022371
EGY,1986,-27.808479615652058,2.8606979172343485
EGY,1987,-28.280007720256613,2.9035368859136095
EGY,1988,-29.05312200648872,2.783728729017517
EGY,1989,-29.635039646180644,2.5826668888373465
EGY,1990,-29.85478286366646,3.1294636367758892
EGY,1991,-30.11310058236033,3.244719602957255
EGY,1992,-30.55884178825561,3.6332447978052107
EGY,1993,-31.17018470070082,3.3405427629112943
EGY,1994,-31.294494989333213,3.5584737645121005
EGY,1995,-31.55833209326672,3.2121349869168228
EGY,1996,-32.00920704639455,3.638256910430459
EGY,1997,-32.41929672164013,3.6746369801337653
EGY,1998,-32.84589188800267,3.5453870876624602
EGY,1999,-33.35155867150981,3.9400087760531206
EGY,2000,-33.66560600411276,3.7190081320540664
EGY,2001,-33.93071324786406,4.051789905918049
EGY,2002,-33.99204260385832,3.981172713000099
EGY,2003,-34.74667211445828,3.5812559756575557
EGY,2004,-34.92246612904613,3.633438224649164
EGY,2005,-35.19224041698455,3.6959754251999217
EGY,2006,-35.100668631083735,3.375844901666025
EGY,2007,-35.28244811236881,3.5590872914569793
EGY,2008,-35.33631386032529,3.22782940244134
EGY,2009,-35.529059504945145,2.990544576495418
EGY,2010,-35.899373582913746,2.7291155719758584
EGY,2011,-35.657484415793135,3.192412969140283
EGY,2012,-35.794670446235884,3.4772278512714827
EGY,2013,-36.22640232665307,3.777663428943958
EQG,1945,-4.236630800488869,6.359419177089641
EQG,1946,-4.404365274086777,6.24505134562972
EQG,1947,-4.483713182737393,6.082312445656761
EQG,1948,-4.7289654633291,5.887093691030602
EQG,1949,-4.450749569021502,5.889023314740401
EQG,1950,-4.129710936010171,5.12558313091723
EQG,1951,-3.80758854748254,5.193354601467458
EQG,1952,-3.487737977968527,4.831902480593799
EQG,1953,-3.4470025861617235,4.153114568085676
EQG,1954,-2.915619789406711,3.727525966178564
EQG,1955,-2.9418556768919233,3.486187315166842
EQG,1956,-2.595697364561157,3.145481193381057
EQG,1957,-2.822388070397902,2.811430664948876
EQG,1958,-2.5730546705237822,2.596931957887139
EQG,1959,-2.3404906298331833,2.459269614527739
EQG,1960,-1.8635758042158843,2.6202035145118634
EQG,1961,-1.5048168417582826,2.6859256267926885
EQG,1962,-0.9147911716371115,3.1031697879988274
EQG,1963,-0.7918395106582331,3.2266519427898066
EQG,1964,-0.6194949832729175,3.0088936068634555
EQG,1965,-0.7117737678105093,2.613900546915099
EQG,1966,-0.740219624091878,2.2488270863949813
EQG,1967,-0.9117064180358981,1.7180059874218512
EQG,1968,-1.3529481589120222,0.7809601757029051
EQG,1969,-3.3219781144002094,1.2857605082609207
EQG,1970,-4.469704183002734,1.831549639064279
EQG,1971,-5.279534179362913,2.0524038515167065
EQG,1972,-6.166949567369716,2.035769050158291
EQG,1973,-6.8078492324420745,2.212633927853514
EQG,1974,-7.59602903404453,2.3357061513682034
EQG,1975,-8.141805350198037,2.5979998223726026
EQG,1976,-8.498710487664281,3.1456799661135095
EQG,1977,-8.848734595812616,3.213948980318703
