"name","n","p00","p25","p50","p75","p100"
"democracy",12351,0.998999517577086,1.03546080875474,1.13006227260453,1.37926938083715,3.87905976181972
"expert_bias",5,1.69433409119265,1.81121152431104,1.84692880448265,1.89769273148753,1.94575860651136
"lp__",1,1.06734143200958,1.06734143200958,1.06734143200958,1.06734143200958,1.06734143200958
"time_var",1,1.03301869580376,1.03301869580376,1.03301869580376,1.03301869580376,1.03301869580376
