"","year","country","demo","lcl","ucl"
"1",1945,"AFG",0.000150186327684672,1.59948878701688e-06,0.0139099616713075
"2",1945,"ALB",1.63851396273137e-09,7.05874511197895e-24,0.999997370785229
"3",1945,"ALG",0.000218623588227623,6.21803701560954e-06,0.00763134321764484
"4",1945,"ANG",0.000100746312258101,2.67632318646072e-07,0.0365458612898136
"5",1945,"ARG",0.0113433683997251,9.25694684370359e-06,0.934300047605062
"6",1945,"ARM",0.49771653020513,0.34069514035982,0.655189629847045
"7",1945,"AUL",0.999421795187668,0.96270629078883,0.999991359870565
"8",1945,"AUS",0.225705702847938,0.0073253815219363,0.920093459111566
"9",1945,"AZE",0.00311975558100278,2.55830808202444e-06,0.792885967653941
"10",1945,"BAH",0.000165738621740524,1.77003631403709e-06,0.0152868571035028
"11",1945,"BAR",0.999429886517512,0.981285810367173,0.999982937799476
"12",1945,"BEL",0.999637298712723,0.961401814688284,0.999996720935828
"13",1945,"BEN",0.3750376301761,3.86254503063226e-34,1
"14",1945,"BFO",0.000193926417121784,1.43382498685104e-07,0.207851363748299
"15",1945,"BHM",0.999607197560878,0.963201164218685,0.999995958237713
"16",1945,"BHU",0.000476914541529457,1.18433380418006e-06,0.161235563321764
"17",1945,"BLR",0.00833083064228116,7.74334723652811e-07,0.989147071251324
"18",1945,"BLZ",0.999691634092531,0.83697880456385,0.99999951149302
"19",1945,"BNG",0.670343109699577,9.33164554909458e-08,0.999999977432249
"20",1945,"BOL",1.14692785945628e-05,2.21469261919364e-13,0.998319259205041
"21",1945,"BOS",0.152429184190409,0.0709493237043914,0.297516729649717
"22",1945,"BOT",0.777889330043967,0.693022666319683,0.844556352785494
"23",1945,"BRA",0.000100540887806312,7.90152311965036e-11,0.992245439973602
"24",1945,"BUI",0.000356144381792901,8.47388131273221e-12,0.999933243771819
"25",1945,"BUL",1.10753940409104e-15,1.64461781489431e-37,0.999999865925385
"26",1945,"CAM",0.000363424994678529,1.24975460691942e-07,0.513996352950996
"27",1945,"CAN",0.998946053617588,0.983306524102185,0.999934435819826
"28",1945,"CAO",0.000373270080902039,3.23429151463821e-06,0.0413294349373659
"29",1945,"CAP",3.81618936931665e-08,4.21914805843672e-65,1
"30",1945,"CEN",0.000508872228583481,9.06823560292159e-13,0.999996501662849
"31",1945,"CHA",9.50651522827172e-05,1.04718675762084e-07,0.0794591898154052
"32",1945,"CHL",0.999999998821486,0.00184519220369542,1
"33",1945,"CHN",0.00018613763833009,9.29957876070387e-06,0.00371318986106514
"34",1945,"COL",0.999998162123053,0.153309070613685,0.999999999999388
"35",1945,"COM",0.204399841850616,0.000892965913540732,0.986639886615309
"36",1945,"CON",0.000225557956454952,6.34248889779693e-11,0.998755466351142
"37",1945,"COS",0.601316757759292,0.185528328128724,0.908979791885288
"38",1945,"CRO",0.844434391084733,0.175471577387851,0.992829143563368
"39",1945,"CUB",0.989105205440796,0.145005472858822,0.99997942379688
"40",1945,"CYP",0.835882338382194,0.0827506336261495,0.996534255980067
"41",1945,"CZE",0.987527330479246,0.0788347336535385,0.999986348049511
"42",1945,"CZR",0.999776252860879,0.919958887840669,0.999999424342187
"43",1945,"DEN",0.999539989182858,0.996232872262581,0.999943990468941
"44",1945,"DJI",0.128816790996886,0.0497803888445382,0.294453779913421
"45",1945,"DOM",0.0553557347553195,0.00055924378305358,0.8598818937622
"46",1945,"DRV",0.000268953940122565,8.6312478576583e-07,0.0773651473389714
"47",1945,"ECU",0.0157338514112018,1.95878164859281e-05,0.928801255388188
"48",1945,"EGY",0.000413283950578424,7.83885910234189e-06,0.0213417932412515
"49",1945,"EQG",0.000462299994789747,8.15509524535069e-07,0.20780353338831
"50",1945,"ERI",0.000130385635960054,2.42867910754597e-08,0.411823028267767
"51",1945,"EST",0.999691665338671,0.926736888832351,0.999998796674486
"52",1945,"ETH",0.000301878782195575,1.30801232871523e-06,0.0651699917775506
"53",1945,"ETI",0.114540597525105,0.0499023230440277,0.241612854772367
"54",1945,"ETM",0.99878150794682,0.962173086692357,0.999962143515959
"55",1945,"FIN",0.999835365627919,0.978280438478247,0.999998778774623
"56",1945,"FJI",0.54444220293466,0.117078489294481,0.915046445662354
"57",1945,"FRN",0.32271386771262,0.0303722225772491,0.878758776385772
"58",1945,"GAB",0.0070195124661433,0.00012867068557867,0.27970831271338
"59",1945,"GAM",0.392982553155041,0.0341251116893243,0.92225705301541
"60",1945,"GDR",0.000519479506839621,7.87252214719009e-06,0.0331755761196972
"61",1945,"GER",0.999773877415356,0.946439706756051,0.999999096071821
"62",1945,"GFR",0.0872742782106451,0.000178684775038864,0.980828058828496
"63",1945,"GHA",0.219059456158615,9.85325953768084e-08,0.999998747749101
"64",1945,"GNB",0.175269771059348,0.000587304053342702,0.987155608316662
"65",1945,"GRC",0.97344067866699,0.508875205932591,0.999229274823695
"66",1945,"GRG",0.593842562788176,0.347404014081669,0.800626816672553
"67",1945,"GUA",0.966093269649407,0.52264349905325,0.998653175182835
"68",1945,"GUI",0.010828267756413,0.000660135965404396,0.153551761094705
"69",1945,"GUY",0.168478122588735,0.000144002234055829,0.996504002187075
"70",1945,"HAI",0.247762015570227,0.0189998686643291,0.848511302022712
"71",1945,"HON",0.000262611937606071,1.90974197567298e-09,0.973068469475732
"72",1945,"HUN",2.2116827548168e-115,0,1
"73",1945,"IND",0.999402847162183,0.806649238140243,0.999998510542794
"74",1945,"INS",0.000498856110370553,2.07534706719994e-24,1
"75",1945,"IRE",0.999367270822218,0.982149275589444,0.999977945482705
